id,user,text,reply,label
100130,3624112516,RT @MCUPerfectGifs: The new Black Panther. #WakandaForever https://t.co/cGXASx7I2H,-1,WakandaForever
100131,869958818712702977,"RT @Marvel: Check out the exclusive @IMAX artwork for Marvel Studios’ Black Panther: #WakandaForever, only in theaters November 11.   Get t…",-1,WakandaForever
100132,1422451649084334080,RT @Errata27900133: #RecastTChalla Because when watching the #WakandaForever trailer... I kinda get the feeling that the film is somewhat c…,-1,WakandaForever
100133,833775281420767233,RT @AztecEmpire1520: #Namor painting a Maya mash-up mural in the new trailer for #WakandaForever  1/2 https://t.co/CPHu1lj3sN,-1,WakandaForever
100134,3228675765,RT @MCUPerfectGifs: The new Black Panther. #WakandaForever https://t.co/cGXASx7I2H,-1,WakandaForever
100135,1458151248000020480,RT @MarvelStudios: #WakandaForever. November 11. https://t.co/nKD4YxxOJ3,-1,WakandaForever
100136,536123012,RT @MCUReport: All #WakandaForever posters so far 🔥 https://t.co/fdj482tpvX,-1,WakandaForever
100137,3228675765,"RT @MarvelStudios: “Show them who we are.” Watch the brand-new trailer for Marvel Studios’ Black Panther: #WakandaForever, only in theaters…",-1,WakandaForever
100138,1181002932952719362,RT @LokisNokia: Just got my tickets 🥰 #WakandaForever  https://t.co/n6VtPTjv9I,-1,WakandaForever
100139,1515658989643743232,"RT @MarvelStudios: “Show them who we are.” Watch the brand-new trailer for Marvel Studios’ Black Panther: #WakandaForever, only in theaters…",-1,WakandaForever
100140,4165753754,"RT @theblackpanther: “Show them who we are.” Watch the brand-new trailer for Marvel Studios’ Black Panther: #WakandaForever, only in theate…",-1,WakandaForever
100141,804786584252018690,RT @joshuaneall: I AM READY. #WakandaForever https://t.co/1wsms0Rgd4,-1,WakandaForever
100142,2424656015,"RT @inMARVEL_: El legado de Black Panther, mires a donde mires, es fuerte. Tanto como la propia nación de Wakanda 🙅🏾‍♂️🖤  #BlackPanther #Wa…",-1,WakandaForever
100143,251236644,RT @MCU_Direct: The #MCU's new #BlackPanther  Watch #WakandaForever's new trailer: https://t.co/vLbTOJtPLr https://t.co/qYdgLpofB7,-1,WakandaForever
100144,1517510604440932354,RT @3isfelix: #chriseanrock #Blueface #WakandaForever #TiktoClockGMA https://t.co/uxTN8ePrpc,-1,WakandaForever
100145,595723500,RT @NamorNews: THIS LOOKS SO COOL !   #Namor #WakandaForever https://t.co/6qn3vOCYpY,-1,WakandaForever
100146,1426639856554283009,RT @MasterTainment: I'm telling y'all.  Both Klaue and Tony Stark will return.  It's one of the significances of Shuri and Riri teaming up…,-1,WakandaForever
100147,130335494,RT @thealexrossart: #WakandaForever https://t.co/knFEhBrNy8,-1,WakandaForever
100148,1312283319791484928,RT @theblackpanther: #WakandaForever. November 11. https://t.co/4kmmiMYWsX,-1,WakandaForever
3301,1218287748177678337,RT @CultureCrave: #WakandaForever producer Nate Moore says Doctor Doom was never going to appear in the film   (via @PhaseZeroCB) https://t…,-1,WakandaForever

3302,1374698617857048589,Rihanna's #LiftMeUp already sold more than 100.000 units in the US over the weekend. 👏👏👏 #WakandaForever https://t.co/qMEBqpGKTF https://t.co/D7udSpiBUO,-1,WakandaForever

3303,1441299596496433157,RT @SiPalingMarvel: @id_torch x #WakandaForever  sudah bisa dibeli di websitenya.  Mau sikat semuanya buat nyimpen tisu dan air mata di har…,-1,WakandaForever

3304,1649630071,RT @Marvel: Nakia is back. 💥 @Lupita_Nyongo talks about the War Dog's return at the world premiere of Marvel Studios’ Black Panther: #Wakan…,-1,WakandaForever

3305,727217779632386048,RT @MarvelStudios: The Chadwick Boseman Foundation for the Arts and Smithsonian National Museum of African American History and Culture hos…,-1,WakandaForever

3306,1017766606422904833,RT @TheMarvelFocus: #WakandaForever executive producer Victoria Alonso says Namor’s name in the MCU is short for “El niño sin amor” in Span…,-1,WakandaForever

3307,1435988579491229704,RT @nacaomarveI: 🚨MUNDO: FALTAM DEZ DIAS PARA A ESTREIA OFICIAL DE PANTERA NEGRA #WAKANDAFOREVER,-1,WakandaForever

3308,1038508554574082048,"RT @SimuLiu: Incredible night at the #WakandaForever premiere. No spoilers, no words. Speechless in fact. Just watch the damn movie. ♥️ htt…",-1,WakandaForever

3309,1446874158265257994,"RT @DECurio_Stores: Cartier gift set 🥵🥵🥵  Price:N40,950  Delivery: Nationwide Location: Lagos 🇳🇬  What'sapp:https://t.co/5L3oqngtzf OR 0906…",-1,WakandaForever

3310,1649630071,RT @MarvelStudios: The Chadwick Boseman Foundation for the Arts and Smithsonian National Museum of African American History and Culture hos…,-1,WakandaForever

3311,909417159457046528,RT @SiPalingMarvel: Klip baru #WakandaForever.  #WakandaBanjir https://t.co/J6wBgmm0Su,-1,WakandaForever

3312,1035658629058322432,RT @CultureCrave: #WakandaForever producer Nate Moore says Doctor Doom was never going to appear in the film   (via @PhaseZeroCB) https://t…,-1,WakandaForever

3313,77162533,RT @MarvelStudios: The Chadwick Boseman Foundation for the Arts and Smithsonian National Museum of African American History and Culture hos…,-1,WakandaForever

3314,50809871,RT @WarstuG: CUTE Yet Everything Else In The #WakandaForever LEAK Was Real............................. Plus Leaked #DrDoom Concept Art As…,-1,WakandaForever

